0	8.871344805
5	9.145319751
10	9.171133335
15	9.065487738
20	9.193153081
25	9.093894692
30	8.959091622
35	8.855387402
40	9.037074998
45	8.971303673
50	9.039994379
55	9.160353905
60	8.993398936
65	8.817875291
70	9.012234202
75	9.157162063
80	8.951684868
85	9.030879949
90	9.03394202
95	8.853539359
100	9.182185546
105	9.098712194
110	8.999323396
115	8.959391612
120	8.823162055
125	9.159767061
130	8.827074481
135	9.153244336
140	8.988922707
145	9.097353771
150	8.982797639
155	8.873303261
160	8.847091406
165	9.106100075
170	9.063574197
175	9.058776595
180	9.035702374
185	14.13546271
190	13.88155105
195	14.02629342
200	14.0788633
205	14.16206314
210	13.91925919
215	13.93213689
220	13.95426161
225	13.94395339
230	13.93965494
235	13.83252833
240	14.14026261
245	13.82726034
250	14.08058623
255	14.07079767
260	13.8372246
265	13.88077111
270	13.91005261
275	13.95114455
280	14.10516869
285	13.84818691
290	14.14697814
295	14.16894561
300	13.86881655
305	13.86225372
310	13.95329429
315	14.12519186
320	13.95764944
325	13.9250644
330	14.12836263
335	13.93241442
340	13.84539766
345	14.18738354
350	13.84455056
355	13.83842131
360	13.98924595
365	8.958915272
370	8.898797741
375	8.945701557
380	9.017540989
385	8.834064299
390	8.82680129
395	8.860021095
400	8.864272093
405	9.136166178
410	9.122350427
415	9.058579726
420	8.837769359
425	9.090839158
430	8.980602725
435	9.097014069
440	8.870685238
445	9.061789031
450	9.137950061
455	9.188277094
460	9.142418617
465	8.832906815
470	8.882288001
475	8.884542556
480	9.139211799
485	9.180793887
490	8.832845179
495	9.165032149
500	8.977126308
505	9.003763847
510	8.805233375
515	9.138767059
520	8.873184982
525	8.900393446
530	8.80546575
535	8.930041328
540	9.030515811
545	8.980916825
550	8.842922533
555	8.878926628
560	8.970432744
565	8.981939796
570	9.10633128
575	9.14484571
580	9.085408029
585	13.80830129
590	13.96968891
595	14.0448986
600	13.95891306
605	13.95926458
610	13.86901141
615	13.946808
620	14.02389857
625	13.99533404
630	13.96040134
635	13.91833898
640	14.1315694
645	14.10389376
650	14.12027593
655	13.82760372
660	13.99753471
665	14.15468256
670	13.82430368
675	14.10027964
680	14.16671652
685	13.96447959
690	14.10031576
695	13.93901855
700	14.01092737
705	13.98032136
710	13.83238251
715	14.00042303
720	13.80577195
725	14.02124152
730	14.03067276
735	13.95987154
740	14.1697929
745	13.96651789
750	13.91485214
755	14.09557048
760	13.92851319
765	9.163292879
770	9.139249044
775	9.177711844
780	8.92045734
785	9.041950849
790	8.825105961
795	9.120909944
800	8.877977933
805	9.072601389
810	9.085539981
815	9.181608286
820	8.957480051
825	8.994096784
830	8.892090953
835	9.101650681
840	8.941008221
845	9.151783028
850	8.943952592
855	8.995471515
860	9.146174576
865	8.967528645
870	8.833491952
875	9.182725289
880	9.11493815
885	9.184332292
890	8.825743294
895	8.808389044
900	9.156138923
905	8.986719416
910	8.896690329
915	9.130993918
920	8.846414019
925	8.860517949
930	8.989676385
935	9.099334784
940	8.841276247
945	14.0657158
950	13.97362298
955	14.06542833
960	14.18269604
965	13.87566032
970	13.94093302
975	13.86391641
980	14.06009126
985	13.86579713
990	13.94575993
995	14.08479307
1000	14.03497449
1005	13.86837934
1010	13.98614916
1015	13.91085376
1020	14.06135844
1025	14.1998862
1030	14.08528161
1035	13.83585488
1040	13.95159338
1045	14.05391439
1050	14.05071983
1055	14.19013368
1060	13.92222778
1065	14.13169966
1070	13.86196978
1075	13.94322922
1080	13.84376022
